City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
472,Alpena,US,41.32,clear sky,45.0617,-83.4327,
473,Nemsova,SK,31.57,broken clouds,48.967,18.1189,
474,Swellendam,ZA,64.04,overcast clouds,-34.0226,20.4417,
475,Choix,MX,70.92,clear sky,26.7092,-108.3219,
476,Rayon,MX,61.95,clear sky,19.1444,-99.5836,
477,Menongue,AO,63.77,overcast clouds,-14.6585,17.691,
478,Vila,PT,44.33,clear sky,42.0304,-8.1588,
479,Kuusamo,FI,23.04,overcast clouds,65.9667,29.1833,
480,Kirkuk,IQ,55.78,overcast clouds,35.4681,44.3922,
482,Powell,US,40.3,clear sky,40.1578,-83.0752,
483,Chicama,PE,63.14,broken clouds,-7.8447,-79.1469,
484,Dodge City,US,50.25,clear sky,37.7528,-100.0171,
485,Khartoum,SD,76.01,clear sky,15.5518,32.5324,
486,Horsham,GB,53.33,broken clouds,51.06399999999999,-0.3272,
487,Kiama,AU,74.37,clear sky,-34.6833,150.8667,
488,Hatillo,PR,78.93,scattered clouds,18.4863,-66.8254,
489,Mitsamiouli,KM,79.88,overcast clouds,-11.3847,43.2844,
490,Samarai,PG,85.08,overcast clouds,-10.6167,150.6667,
491,Pangai,TO,79.38,few clouds,-19.8,-174.35,
493,Coquimbo,CL,60.53,clear sky,-29.9533,-71.3436,
494,Dobson,US,43.16,clear sky,36.3957,-80.7226,
495,Rivers,CA,25.39,clear sky,50.0308,-100.2403,
496,Indi,IN,71.01,overcast clouds,17.1667,75.9667,
497,Yalova,TR,54.84,light rain,40.655,29.2769,
499,Pandan,PH,79.45,broken clouds,14.0453,124.1694,
500,Wanning,CN,69.78,overcast clouds,18.8003,110.3967,
502,Olinda,BR,82.13,broken clouds,-8.0089,-34.8553,
503,Ilebo,CD,71.04,overcast clouds,-4.3167,20.5833,
504,Sabang,ID,82.04,scattered clouds,5.8933,95.3214,
505,Karatau,KZ,41.45,overcast clouds,43.1667,70.4667,
506,Rudnichnyy,RU,2.52,broken clouds,59.617,52.4703,
507,Inndyr,NO,34.77,light snow,67.0338,14.0276,
508,Masindi,UG,65.32,overcast clouds,1.6744,31.715,
509,Tulun,RU,13.41,overcast clouds,54.5611,100.5792,
510,Aksarayskiy,RU,24.75,clear sky,46.7924,48.0119,
511,Honningsvag,NO,31.1,light snow,70.9821,25.9704,
512,Terrace Bay,CA,33.62,overcast clouds,48.7834,-87.1,
513,Kavaratti,IN,81.61,broken clouds,10.5669,72.642,
514,San Ignacio,BZ,75.34,broken clouds,17.1561,-89.0714,
515,Shelburne,CA,36.59,clear sky,44.0787,-80.2041,
516,Palana,RU,13.33,overcast clouds,59.1167,159.9667,
517,Bilma,NE,63.95,few clouds,18.6853,12.9164,
518,Celestun,MX,77.68,clear sky,20.8667,-90.4,
519,Morgan City,US,54.0,clear sky,29.6994,-91.2068,
521,Topolobampo,MX,72.05,overcast clouds,25.6,-109.05,
522,Itaituba,BR,74.86,moderate rain,-4.2761,-55.9836,
523,Ust-Tsilma,RU,17.94,overcast clouds,65.441,52.1498,
525,Klaksvik,FO,40.12,overcast clouds,62.2266,-6.5889999999999995,
526,Barguzin,RU,19.36,light snow,53.6167,109.6167,
527,Yaan,NG,77.4,scattered clouds,7.3833,8.5667,
528,Kawalu,ID,77.9,overcast clouds,-7.3817,108.2082,
529,Wamba,NG,74.8,clear sky,8.9333,8.6,
530,Unguia,CO,74.48,overcast clouds,8.0434,-77.0945,
531,Sable-Sur-Sarthe,FR,50.25,scattered clouds,47.8376,-0.3329,
532,Vila Velha,BR,78.94,light rain,-20.3297,-40.2925,
533,Wagar,SD,70.86,clear sky,16.1525,36.2032,
534,Mwingi,KE,63.37,overcast clouds,-0.9344,38.0601,
535,Nkhata Bay,MW,77.13,light rain,-11.6066,34.2907,
536,Sorland,NO,36.99,overcast clouds,67.667,12.6934,
537,Hasaki,JP,54.28,broken clouds,35.7333,140.8333,
538,Miandrivazo,MG,79.02,light rain,-19.5167,45.4667,
540,Aloleng,PH,81.55,overcast clouds,16.1307,119.7824,
541,Zilina,SK,23.18,broken clouds,49.1667,19.1667,
542,Asyut,EG,63.95,overcast clouds,27.180999999999997,31.1837,
543,Hirara,JP,69.24,overcast clouds,24.8,125.2833,
544,Svetlogorsk,BY,36.57,overcast clouds,52.6333,29.7333,
546,The Valley,AI,81.1,few clouds,18.217,-63.0578,
547,Altay,CN,10.71,overcast clouds,47.8667,88.1167,
548,Dicabisagan,PH,74.95,overcast clouds,17.0818,122.4157,
549,Paralia,GR,55.51,overcast clouds,38.2,21.7,
550,Kjopsvik,NO,30.07,overcast clouds,68.097,16.3742,
551,Urumqi,CN,5.95,clear sky,43.801,87.6005,
552,Marsaxlokk,MT,55.08,few clouds,35.8419,14.5431,
553,Kamiiso,JP,28.78,light shower snow,41.8167,140.65,
554,Bereda,ES,46.89,few clouds,43.2686,-7.5406,
555,Shache,CN,20.39,scattered clouds,38.4167,77.2406,
556,Puli,TW,70.21,clear sky,23.9664,120.9695,
557,Sur,OM,70.43,clear sky,22.5667,59.5289,
558,Turan,VN,73.38,broken clouds,16.0678,108.2208,
559,Japura,ID,75.97,overcast clouds,-0.3167,102.35,
560,Potsdam,DE,42.22,overcast clouds,52.3989,13.0657,
561,Campeche,MX,76.23,overcast clouds,19.0,-90.5,
564,Rock Springs,US,27.84,clear sky,41.5875,-109.2029,
565,Mitu,CO,74.55,overcast clouds,1.1983,-70.1733,
566,Kenora,CA,32.77,overcast clouds,49.8167,-94.4337,
567,Nakhodka,RU,18.55,clear sky,42.8333,132.8947,
568,Helena,US,40.24,overcast clouds,46.5927,-112.0361,
569,Callaguip,PH,83.05,scattered clouds,18.0714,120.4867,
570,Olafsvik,IS,41.77,overcast clouds,64.8945,-23.7142,
572,Placer,US,43.66,moderate rain,39.0666,-120.7677,
573,Kurtamysh,RU,13.68,scattered clouds,54.9103,64.4319,
574,Harer,ET,58.14,overcast clouds,9.3094,42.1258,
575,Oudtshoorn,ZA,62.96,broken clouds,-33.5907,22.2014,
576,Tabou,CI,79.74,few clouds,4.423,-7.3528,
577,Lillooet,CA,32.76,broken clouds,50.6856,-121.94200000000001,
578,Ahipara,NZ,69.58,light rain,-35.1667,173.1667,
579,Mana,GF,76.75,light rain,5.6592,-53.7767,
580,Arman,RU,9.7,light snow,59.7,150.1667,
581,New Bern,US,46.98,clear sky,35.1085,-77.0441,
582,Vanimo,PG,84.65,moderate rain,-2.6741,141.3028,
583,Nikolayevsk-Na-Amure,RU,24.26,light snow,53.1406,140.73,
584,Copiapo,CL,56.89,clear sky,-27.3667,-70.3333,
585,Molinella,IT,39.63,broken clouds,44.6213,11.6686,
586,Mineiros,BR,71.46,moderate rain,-17.5694,-52.5511,
587,Palu,ID,86.72,overcast clouds,-0.8917,119.8707,
588,Rawson,AR,56.57,light rain,-43.3002,-65.1023,
589,Cape Canaveral,US,73.47,few clouds,28.4058,-80.6048,
590,Laredo,US,62.85,clear sky,27.5064,-99.5075,
591,Harnosand,SE,26.62,scattered clouds,62.6323,17.9379,
592,Gijon,ES,50.0,few clouds,43.5357,-5.6615,
593,Kabanjahe,ID,61.56,overcast clouds,3.1001,98.4908,
594,Brae,GB,49.91,overcast clouds,60.3964,-1.3530000000000002,
595,Boden,SE,32.0,overcast clouds,65.8252,21.6886,
596,Dengzhou,CN,37.02,clear sky,37.8086,120.7508,
597,Masatepe,NI,73.6,clear sky,11.9184,-86.1447,
598,San-Pedro,CI,79.09,clear sky,4.7485,-6.6363,
599,Mount Gambier,AU,73.6,light rain,-37.8333,140.7667,
600,Teruel,ES,40.96,overcast clouds,40.6667,-0.6667,
601,Salalah,OM,71.69,clear sky,17.0151,54.0924,
602,Jalu,LY,53.17,clear sky,29.0331,21.5482,
603,Anderson,US,46.24,clear sky,34.5334,-82.6499,
604,Carlsbad,US,60.98,clear sky,33.1581,-117.3506,
605,Krasnomayskiy,RU,32.65,light snow,57.6194,34.4099,
606,San Juan De Uraba,CO,77.81,overcast clouds,8.7592,-76.5297,
607,Anshun,CN,39.83,overcast clouds,26.25,105.9333,
608,Harqalah,TN,51.66,few clouds,36.0303,10.509,
609,Huatulco,MX,79.86,few clouds,15.8436,-96.3267,
610,Tamalameque,CO,76.69,overcast clouds,8.8522,-73.8123,
611,Boma,GH,73.63,broken clouds,7.0805,-2.1697,
612,Tiruvalla,IN,71.82,broken clouds,9.3833,76.5667,
613,Moranbah,AU,86.59,clear sky,-22.0016,148.0466,
614,Laibin,CN,54.75,clear sky,23.7,109.2667,
615,Robertsport,LR,80.29,light rain,6.7533,-11.3686,
617,Owando,CG,70.81,overcast clouds,-0.4819,15.8999,
618,Sisimiut,GL,15.39,few clouds,66.9395,-53.6735,
619,Banda Aceh,ID,79.02,broken clouds,5.5577,95.3222,
620,La Asuncion,VE,76.46,scattered clouds,11.0333,-63.8628,
621,San Policarpo,PH,80.47,light rain,12.1791,125.5072,
622,Sovetskiy,RU,10.78,overcast clouds,61.3614,63.5842,
623,Vung Tau,VN,76.84,few clouds,10.345999999999998,107.0843,
624,Qaqortoq,GL,18.1,overcast clouds,60.7167,-46.0333,
625,Endicott,US,39.99,clear sky,42.0984,-76.0494,
626,Kloulklubed,PW,84.7,scattered clouds,7.0419,134.2556,
627,Bengkulu,ID,78.73,broken clouds,-3.8004,102.2655,
628,Viransehir,TR,50.29,overcast clouds,37.2353,39.7631,
629,Traiguen,CL,49.26,broken clouds,-38.25,-72.6833,
630,Mathathane,BW,82.02,overcast clouds,-22.2687,28.7495,
631,Chiang Khong,TH,65.8,scattered clouds,20.2613,100.4046,
632,Poya,NC,76.3,moderate rain,-21.35,165.15,
634,Morwa,IN,64.99,clear sky,22.9,73.8333,
635,Keshorai Patan,IN,54.63,overcast clouds,25.3,75.9333,
636,Pacific Grove,US,54.43,overcast clouds,36.6177,-121.9166,
637,La Ciotat,FR,39.07,overcast clouds,43.1748,5.6045,
638,Kargil,IN,7.18,overcast clouds,34.5667,76.1,
639,Grand-Santi,GF,73.47,light rain,4.25,-54.3833,
640,Souillac,MU,73.36,light rain,-20.5167,57.5167,
641,Wajir,KE,76.55,overcast clouds,1.7471,40.0573,
642,Manjacaze,MZ,76.24,overcast clouds,-24.7117,33.8828,
643,Adet,ET,53.78,broken clouds,11.2644,37.4888,
644,Muli,MV,80.19,broken clouds,2.9167,73.5667,
645,Hofn,IS,38.98,moderate rain,64.2539,-15.2082,
646,Loknya,RU,33.08,overcast clouds,56.83,30.1467,
647,Susurluk,TR,52.29,light rain,39.9136,28.1578,
649,Dieburg,DE,43.75,overcast clouds,49.8989,8.8444,
650,Alta Floresta,BR,73.06,heavy intensity rain,-9.8756,-56.0861,
651,Luwuk,ID,86.86,overcast clouds,-0.9516,122.7875,
652,Yurimaguas,PE,80.73,broken clouds,-5.9,-76.0833,
653,Venustiano Carranza,MX,66.18,scattered clouds,19.43,-99.0992,
654,Goba,ET,49.95,overcast clouds,7.0167,39.9833,
655,Matay,EG,61.93,overcast clouds,28.419,30.7792,
656,Mizan Teferi,ET,62.78,broken clouds,6.9833,35.5833,
657,Ossora,RU,10.71,snow,59.2353,163.0719,
658,Blackwater,AU,87.08,few clouds,-23.5833,148.8833,
659,Bonanza,NI,69.15,clear sky,14.0289,-84.59100000000001,
660,Lodwar,KE,80.4,overcast clouds,3.1191,35.5973,
661,Agadir,MA,54.05,overcast clouds,30.4202,-9.5982,
662,Imeni Babushkina,RU,20.43,overcast clouds,59.7573,43.1285,
663,Lohja,FI,33.22,overcast clouds,60.2486,24.0653,
664,Cacequi,BR,77.5,clear sky,-29.8836,-54.825,
665,Kremenchuk,UA,38.08,overcast clouds,49.0973,33.4197,
666,Patzun,GT,56.39,clear sky,14.6833,-91.0167,
667,Forestville,US,43.23,clear sky,38.8451,-76.875,
668,Maloh,PH,83.41,few clouds,9.056000000000001,122.9851,
669,Kuala Pilah,MY,79.75,broken clouds,2.7389,102.2487,
670,Saravena,CO,76.62,overcast clouds,6.9538,-71.8752,
671,Belyy Yar,RU,14.86,light shower snow,53.6039,91.3903,
672,Tukrah,LY,59.65,scattered clouds,32.5341,20.5791,
673,Rabo De Peixe,PT,55.27,few clouds,37.8,-25.5833,
674,Berlevag,NO,24.82,broken clouds,70.8578,29.0864,
675,Dennery,LC,80.69,few clouds,13.8996,-60.8879,
676,Baruun-Urt,MN,13.41,clear sky,46.6806,113.2792,
678,Inhambane,MZ,78.13,scattered clouds,-23.865,35.3833,
679,Nefteyugansk,RU,7.05,overcast clouds,61.0998,72.6035,
680,Ajdabiya,LY,57.79,scattered clouds,30.7554,20.2263,
681,Wadi Musa,JO,57.15,overcast clouds,30.3222,35.4793,
682,Black Forest,US,50.72,clear sky,39.0131,-104.7008,
683,Rio Grande,BR,71.71,clear sky,-32.035,-52.0986,
684,Jibuti,DJ,71.02,few clouds,11.5,42.5,
685,Sefophe,BW,74.25,overcast clouds,-22.1833,27.9667,
686,Linqiong,CN,47.52,overcast clouds,30.4159,103.4609,
687,Porto Santo,PT,62.51,scattered clouds,33.071999999999996,-16.3415,
688,Genhe,CN,4.86,overcast clouds,50.7833,121.5167,
689,Mananjary,MG,72.55,light rain,-21.2167,48.3333,
690,Piney Green,US,47.89,clear sky,34.716,-77.3202,
691,Hihya,EG,63.48,overcast clouds,30.6713,31.588,
692,Margate,GB,53.31,overcast clouds,51.3813,1.3862,
693,Agirish,RU,7.02,broken clouds,61.9247,63.0231,
695,Rio Cuarto,AR,60.84,broken clouds,-33.1307,-64.3499,
697,Issaquah,US,41.13,overcast clouds,47.5301,-122.0326,
698,Junin,AR,64.09,clear sky,-34.5838,-60.9433,
699,Dauphin,CA,25.54,scattered clouds,51.1494,-100.0502,
700,Groningen,NL,51.22,mist,53.25,6.75,
701,Yuty,PY,79.79,broken clouds,-26.6,-56.25,
702,Paracuru,BR,82.42,broken clouds,-3.41,-39.0306,
703,Kutum,SD,63.81,scattered clouds,14.2,24.6667,
704,Qasigiannguit,GL,19.65,broken clouds,68.8193,-51.1922,
705,Nieuw Amsterdam,SR,78.03,overcast clouds,5.8833,-55.0833,
706,Florida,US,72.0,overcast clouds,28.7505,-82.5001,
707,Puerto Ayacucho,VE,80.78,broken clouds,5.6639,-67.6236,
708,Kirksville,US,45.59,clear sky,40.1948,-92.5833,
709,Manoel Urbano,BR,75.04,overcast clouds,-8.8389,-69.2597,
710,Ambunti,PG,79.66,overcast clouds,-4.2365,142.8448,
711,Buta,CD,70.61,few clouds,2.7858,24.73,
712,Naudero,PK,50.02,clear sky,27.6648,68.3622,
713,Broome,US,39.65,clear sky,42.2506,-75.833,
714,Nouakchott,MR,74.26,overcast clouds,18.0858,-15.9785,
715,Verkhnyaya Inta,RU,9.0,overcast clouds,65.9811,60.3094,
716,Aguadilla,PR,77.61,overcast clouds,18.4275,-67.1541,
717,Yanam,IN,77.4,overcast clouds,16.7333,82.2167,
718,Kamenka,RU,18.75,overcast clouds,51.3223,42.7678,
719,Grindavik,IS,41.47,broken clouds,63.8424,-22.4338,
